feature,avg_correlation,max_correlation,n_correlations,corr_score,is_target
S-Lactoylglutathione,0.3245378151260504,0.3565426170468187,8,0.7130824636699562,False
Diosmetin,0.3243457382953181,0.36950780312124853,8,0.7126604277367344,False
DL-β-Leucine,0.34271308523409366,0.41695078031212485,7,0.7126518263130367,False
L-Homocysteic acid,0.34260332704510377,0.4055222088835534,7,0.7124235905753116,False
5-Aminoimidazole-4-carboxamide-1-beta-d-ribofuranosyl 5-monophosphate,0.3425621677242325,0.40581032412965184,7,0.7123380021736645,False
2-[(3S)-1-Benzyl-3-pyrrolidinyl]-5-(trifluoromethyl)-1H-benzimidazole,0.3239735894357743,0.36749099639855937,8,0.7118427331161171,False
Myricetin,0.3656502601040416,0.464297719087635,6,0.7115225521411697,False
Ascorbyl stearate,0.36560224089635845,0.4120528211284513,6,0.7114291110775894,False
2-{[2-(4-methylpiperazino)phenyl]methylene}hydrazine-1-carbothioamide,0.36539415766306527,0.4240576230492197,6,0.711024199802076,False
Fenpropimorph,0.3419036185902932,0.41570228091236494,7,0.7109685877473139,False
ACar 19:4,0.36509003601440576,0.43058823529411755,6,0.710432406399402,False
Raffinose,0.32327731092436973,0.368547418967587,8,0.7103128528581879,False
"7,8-Dihydrofolate",0.3415331847024524,0.384969987995198,7,0.7101982921324917,False
N-{5-[(dimethylamino)sulfonyl]-2-methylphenyl}cyclohexanecarboxamide,0.34149202538158113,0.40888355342136856,7,0.7101127037308447,False
Taxifolin,0.3414645858343337,0.4341416566626651,7,0.7100556447964135,False
N-Acetylhistamine,0.34143714628708627,0.3842016806722689,7,0.7099985858619823,False
"1-{[5-(4-chlorophenyl)-4H-1,2,4-triazol-3-yl]thio}acetone",0.34127250900360145,0.39044417767106837,7,0.7096562322553946,False
Flunitrazepam-d3,0.3646898759503801,0.41166866746698677,6,0.7096537308695678,False
"3-phenyl-5-(1,2,3-thiadiazol-4-yl)-1,2,4-oxadiazole",0.3643217286914766,0.40494597839135654,6,0.7089373493821206,False
"6-chloro-2-methyl-4-[(2,3,4,5,6-pentamethylbenzyl)oxy]quinoline",0.3406002400960384,0.36739495798319327,7,0.7082582883618282,False
Lysopc 16:2 (2N Isomer),0.34047676213342476,0.4100360144057623,7,0.7080015231568875,False
1-(4-methoxyphenyl)-4-phenyl-2(1H)-pyrimidinethione,0.34043560281255353,0.39649459783913565,7,0.7079159347552405,False
Hexanoylcarnitine,0.3403670039444348,0.4095558223289315,7,0.7077732874191622,False
1-(4-hydroxyphenyl)-2-phenylethan-1-one,0.3636654661864746,0.40619447779111645,6,0.7076603215131928,False
QNK,0.34029840507631626,0.4055222088835534,7,0.7076306400830843,False
KQH,0.36360144057623045,0.4920528211284513,6,0.7075357334284192,False
Kynurenic acid,0.34021608643457385,0.40936374549819926,7,0.7074594632797905,False
"N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine",0.3401612073400789,0.40974789915966386,7,0.7073453454109279,False
Aloesin,0.3399828502829703,0.3976470588235294,7,0.7069744623371246,False
"2-[(5-anilino-4-phenyl-4H-1,2,4-triazol-3-yl)thio]acetic acid",0.3629611844737895,0.40801920768307326,6,0.7062898525806848,False
LPI 20:1,0.3396261361687532,0.4228091236494598,7,0.706232696189518,False
Uric acid,0.32141656662665063,0.3464585834333733,8,0.7062243797551013,False
Cetirizine N-oxide,0.33959869662150577,0.3996638655462184,7,0.7061756372550868,False
Palmitoylethanolamide,0.36288115246098435,0.4092677070828331,6,0.7061341174747179,False
methyl 4-methyl-2-oxo-2H-pyran-6-carboxylate,0.3626890756302521,0.42674669867947174,6,0.7057603532203977,False
O-Acetyl-L-carnitine,0.36265706282513005,0.5265306122448979,6,0.7056980591780109,False
11-α-Hydroxy-17-methyltestosterone,0.3625450180072029,0.44835534213685474,6,0.7054800300296574,False
Choline Glycerophosphate,0.3210444177671068,0.3523169267707082,8,0.7054066851344839,False
2-Ethyl-2-phenylmalonamide,0.33921454296004117,0.4330852340936374,7,0.7053768121730489,False
FAHFA (14:0/18:3),0.3623209283713486,0.40312124849939973,6,0.7050439717329504,False
Scopolamine HBr trihydrate,0.3621608643457383,0.40993997599039617,6,0.7047325015210167,False
1-Pyrenol,0.33887154861944774,0.384969987995198,7,0.7046635754926578,False
"2-[(3S)-1-(2-Fluorobenzyl)-3-pyrrolidinyl]-1,3-benzothiazole",0.3620328131252501,0.4200240096038415,6,0.7044833253514697,False
L-Glutathione oxidized,0.3205642256902761,0.33647058823529413,8,0.7043515953014294,False
3'-Hydroxystanozolol,0.33866575201509175,0.41358943577430973,7,0.7042356334844233,False
Coumestrol,0.36187274909963985,0.4023529411764706,6,0.7041718551395362,False
3-(dimethylamino)-2-[3-(trifluoromethyl)phenyl]acrylonitrile,0.33855599382610185,0.37056422569027603,7,0.7040073977466982,False
Lithocholic Acid,0.3382404390327559,0.398703481392557,7,0.7033512200007385,False
D-3-Phenyllactic acid,0.36136054421768704,0.45815126050420163,6,0.7031751504613485,False
PC (14:1e/3:0),0.338130680843766,0.39025210084033607,7,0.7031229842630133,False
thiamine phosphate,0.3380895215228949,0.3773829531812725,7,0.7030373958613666,False
L-Leucyl-L-alanine Hydrate,0.3379523237866575,0.4202160864345738,7,0.7027521011892102,False
5-[(1-benzothiophen-3-ylmethyl)sulfanyl]-1-methyl-4-nitro-1H-imidazole,0.3378700051449151,0.44028811524609834,7,0.7025809243859163,False
"NG,NG-Dimethyl-L-arginine",0.33781512605042024,0.38141656662665063,7,0.702466806517054,False
3-[(1-benzyl-4-piperidyl)amino]-2-(4-methoxybenzoyl)acrylonitrile,0.36096038415366144,0.47591836734693876,6,0.7023964749315145,False
(+/-)-Equol,0.3377739667295489,0.3915966386554621,7,0.7023812181154068,False
N-Methylthreonine,0.33758188989881666,0.3686434573829531,7,0.7019818055743878,False
N1-(1H-indol-4-yl)cyclohexane-1-carboxamide,0.3607202881152461,0.40379351740696273,6,0.701929269613614,False
Glycohyocholic acid Sodium salt,0.33749957125707425,0.41262905162064817,7,0.701810628771094,False
Royal jelly acid,0.36051220488195274,0.5118367346938776,6,0.7015243583381002,False
Solanidine,0.337307494426342,0.37920768307322933,7,0.7014112162300752,False
Toltrazuril,0.3602881152460984,0.3972629051620648,6,0.7010883000413932,False
D-Glucosamine,0.33708797804836216,0.3794957983193277,7,0.7009547447546248,False
Lidocaine N-oxide,0.3370193791802435,0.36662665066026406,7,0.7008120974185467,False
"5,6-dimethyl-3-[5-(trifluoromethyl)pyridin-2-yl]-1,2,4-triazine",0.3369782198593723,0.3968787515006002,7,0.7007265090168998,False
D-Erythrose 4-phosphate,0.3596958783513405,0.4284753901560624,6,0.6999358602572388,False
Deoxycholic acid,0.3365529068770365,0.40993997599039617,7,0.699842095533215,False
3-anilino-5-(4-chlorophenyl)cyclohex-2-en-1-one,0.3594557823129252,0.41186074429771913,6,0.6994686549393385,False
19(R)-hydroxy Prostaglandin A2,0.335386726119019,0.37478991596638656,7,0.6974170908198857,False
LPG 18:2,0.335331847024524,0.36643457382953176,7,0.6973029729510231,False
N4-Acetylsulfamethoxazole,0.3583033213285314,0.47370948379351735,6,0.6972260694134162,False
"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",0.35798319327731093,0.4383673469387755,6,0.6966031289895491,False
"1-oxo-2,3-dihydro-1H-inden-4-yl benzoate",0.3349614131366832,0.3662424969987995,7,0.696532677336201,False
2-Deoxyuridine,0.3349476933630595,0.38448979591836735,7,0.6965041478689854,False
"9-Aminoacridine, monohydrochloride, monohydrate",0.3348790944949408,0.37690276110444176,7,0.6963615005329071,False
Cytidine 5'-monophosphate (hydrate),0.3578391356542617,0.4325090036014405,6,0.6963228057988088,False
"4-(4-chlorophenyl)-2-(3-pyridyl)-1,3-thiazole hydrobromide",0.3348379351740696,0.3653781512605042,7,0.6962759121312603,False
Monoolein,0.3577911164465786,0.42482593037214883,6,0.6962293647352288,False
FAHFA (20:2/22:4),0.33471445721145604,0.37123649459783914,7,0.6960191469263196,False
DL-Serine,0.3883889555822329,0.5028091236494597,5,0.6958995889080603,False
7-hydroxy-3-(4-methoxyphenyl)-4H-chromen-4-one,0.3345361001543475,0.4345258103241297,7,0.6956482638525162,False
LPI 18:1,0.33446750128622876,0.3545258103241296,7,0.6955056165164379,False
PE (18:1e/16:0),0.35740696278511397,0.3938055222088835,6,0.6954818362265879,False
"ethyl 3-[3,5-di(trifluoromethyl)anilino]-2-nitroacrylate",0.33438518264448636,0.3848739495798319,7,0.6953344397131441,False
Pantethine,0.33437146287086256,0.3982232893157262,7,0.6953059102459284,False
11(E)-Eicosenoic Acid,0.35724689875950383,0.3995678271308523,6,0.6951703660146545,False
LPI 18:3,0.3571508603441376,0.39294117647058824,6,0.6949834838874942,False
Sinapyl aldehyde,0.3568147258903562,0.4853301320528211,6,0.6943293964424337,False
Sulfaquinoxaline,0.35659063625450177,0.3963985594237695,6,0.6938933381457265,False
6-methyl-4-(morpholinomethyl)-2H-chromen-2-one,0.3334796775853198,0.35337334933973585,7,0.693451494876912,False
Quercetin,0.3334659578116961,0.41800720288115245,7,0.6934229654096964,False
YLK,0.33336991939632993,0.3706602641056423,7,0.6932232591391869,False
Citrulline,0.3332464414337163,0.38362545018007205,7,0.6929664939342461,False
Formononetin,0.3558383353341336,0.41627851140456185,6,0.6924294281496385,False
N1-(4-morpholinophenyl)-2-methylbut-2-enamide,0.33293088664037046,0.38372148859543814,7,0.6923103161882865,False
MAM2201 N-(5-chloropentyl) analog,0.3326839307151432,0.3708523409363745,7,0.691796785778405,False
ACar 12:3,0.33264277139427195,0.3903481392557023,7,0.691711197376758,False
Fluprostenol,0.3317372663351055,0.3708523409363745,7,0.689828252540526,False
Sinapinic acid,0.35441376550620246,0.4133973589435774,6,0.6896573432634293,False
Glycodeoxycholic Acid (hydrate),0.33138055222088836,0.4387515006002401,7,0.6890864863929194,False
4-Methylvaleric Acid,0.3313393929000171,0.3566386554621849,7,0.6890008979912724,False
Taurolithocholic acid sodium salt,0.3312845138055222,0.37190876350540214,7,0.6888867801224099,False
Palmitoleic Acid,0.3539815926370548,0.4087875150060023,6,0.6888163736912085,False
1-(4-nitrophenyl)piperidine,0.331243354484651,0.38007202881152463,7,0.6888011917207629,False
Triacanthine,0.3312159149374035,0.37219687875150054,7,0.6887441327863316,False
LPS 22:0,0.35390156062424966,0.4094597839135654,6,0.6886606385852416,False
Terbutaline,0.3536294517807123,0.4389435774309724,6,0.6881311392249546,False
Emetine,0.38400960384153654,0.4896518607442977,5,0.6880528439575871,False
AL 8810 Methyl ester,0.33072200308694905,0.36941176470588233,7,0.6877170719665687,False
N-(1-benzylpiperidin-4-yl)-5-methoxy-1H-indole-2-carboxamide,0.33054364602984043,0.4115726290516207,7,0.6873461888927653,False
L-beta-Imidazolelactic acid,0.35294117647058826,0.41771908763505405,6,0.68679181731364,False
2-Isopropylmalic acid,0.31254501800720286,0.337046818727491,8,0.6867315950894174,False
4-Nitrosodiphenylamine,0.3831068427370948,0.42924369747899155,5,0.6864353132002529,False
N-Acetylornithine,0.3527490996398559,0.4206002400960384,6,0.6864180530593196,False
"3,3-dimethyl-2-morpholino-2,3-dihydrobenzo[b]furan-5-ol",0.32956954210255535,0.3425210084033613,7,0.6853205967204552,False
N-(p-Coumaroyl) serotonin,0.3295009432344366,0.38429771908763505,7,0.6851779493843769,False
PC (16:2e/2:0),0.3518847539015606,0.4210804321728691,6,0.684736113914878,False
7-Ketodeoxycholic acid,0.3292265477619619,0.3795918367346939,7,0.6846073600400642,False
"4-(2-chloro-6-fluorobenzyl)-1,3,5-trimethyl-1H-pyrazole",0.3516606642657063,0.4010084033613445,6,0.684300055618171,False
17-AAG,0.35159663865546215,0.37181272509003604,6,0.6841754675333974,False
Cotinine N-oxide,0.35145258103241295,0.3982232893157262,6,0.6838951443426572,False
5-Hydroxytryptophol,0.3288561138741211,0.36432172869147655,7,0.6838370644252421,False
HET0016,0.3511164465786314,0.42463385354141653,6,0.6832410568975965,False
Theobromine,0.328499399759904,0.3672989195678271,7,0.6830952982776355,False
"8,8-dimethyl-2H,8H-pyrano[3,2-g]chromen-2-one",0.3284856799862802,0.3529891956782713,7,0.6830667688104196,False
2-Furoic acid,0.328444520665409,0.3709483793517407,7,0.6829811804087728,False
"2-phenyl-4H-furo[2,3-h]chromen-4-one",0.3508763505402161,0.39927971188475386,6,0.6827738515796963,False
N-(2-hydroxyethyl)-N'-propylthiourea,0.350812324929972,0.42837935174069625,6,0.6826492634949228,False
4-(9H-fluoren-9-yl)pyridine,0.32827988338192415,0.39169267707082833,7,0.682638826802185,False
4-(Diethylamino)benzaldehyde,0.32812896587206314,0.36067226890756304,7,0.6823250026628132,False
KMK,0.35058823529411764,0.4143577430972389,6,0.6822132051982157,False
Prostaglandin B1,0.35054021608643454,0.4307803121248499,6,0.6821197641346356,False
N-(8-methyl-8-azabicyclo[3.2.1]oct-3-yl)-4-nitrobenzamide,0.3505242096838735,0.4224249699879952,6,0.6820886171134422,False
N-Acetylanthranilic acid,0.35041216486594634,0.443937575030012,6,0.6818705879650886,False
5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid,0.3103001200480192,0.326578631452581,8,0.6817990501198872,False
Carbaprostacyclin,0.35030012004801914,0.3912124849939976,6,0.681652558816735,False
Cannabigerolic acid,0.32764877379523233,0.3561584633853541,7,0.6813264713102657,False
3-Methoxy prostaglandin F1α,0.35006002400960384,0.4307803121248499,6,0.6811853534988347,False
3-Nitro-L-Tyrosine,0.3275801749271136,0.39572629051620645,7,0.6811838239741874,False
ethyl 3-[(4-chlorophenethyl)amino]-2-cyanoacrylate,0.32756645515349,0.37478991596638656,7,0.681155294506972,False
Epicatechin,0.3274704167381239,0.35855942376950783,7,0.6809555882364626,False
2-methyl-1H-benzimidazole-5-carboxylic acid,0.3274704167381238,0.3551020408163265,7,0.6809555882364625,False
ent-8-iso Prostaglandin F2α,0.3498519407763105,0.4012965186074429,6,0.680780442223321,False
Taurodeoxycholic acid sodium salt,0.32736065854913393,0.39246098439375754,7,0.6807273524987374,False
"3-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]-5-methylisoxazole",0.34948379351740694,0.45171668667466985,6,0.6800640607358737,False
Sulforidazine,0.3491476590636254,0.37671068427370946,6,0.679409973290813,False
Pantetheine,0.3266197907734522,0.37555822328931565,7,0.6791867612690928,False
Maltopentaose,0.34893957583033214,0.3738295318127251,6,0.6790050620152994,False
Apocynin,0.32638655462184873,0.3637454981992797,7,0.678701760326427,False
[5-(2-thienyl)-3-isoxazolyl]methanol,0.34877951180472183,0.45478991596638657,6,0.6786935918033656,False
APH,0.3486354541816727,0.3890996398559423,6,0.6784132686126255,False
Spiculisporic Acid,0.3260024009603841,0.3448259303721488,7,0.677902935244389,False
Kaempferol,0.34829931972789113,0.4396158463385354,6,0.6777591811675648,False
"(1E,4E)-1,5-bis(4-methoxyphenyl)penta-1,4-dien-3-one",0.32570056594066193,0.3538535414165666,7,0.6772752869656451,False
Chlortetracycline,0.3253850111473161,0.3604801920768307,7,0.6766191092196855,False
"15-Deoxy-Δ12,14-prostaglandin A1",0.3776134453781512,0.49570228091236496,5,0.6765924664641334,False
"7-[(3,3-dimethyloxiran-2-yl)methoxy]-6-methoxy-2H-chromen-2-one",0.3252478134110787,0.36297719087635055,7,0.676333814547529,False
gamma-Glutamylcysteine,0.325234093637455,0.35433373349339736,7,0.6763052850803134,False
5-fluoro AKB48 N-(4-hydroxypentyl) metabolite,0.3473069227691077,0.4642016806722689,6,0.6758280658535765,False
"1,5-Anhydro-D-glucitol",0.32491853884410904,0.3411764705882353,7,0.6756491073343537,False
3-hydroxyquinuclidine-3-carbonitrile hydrochloride,0.3470348139255702,0.4486434573829532,6,0.6752985664932891,False
Guanine,0.34697078831532613,0.36960384153661463,6,0.6751739784085158,False
ethyl 5-methoxy-2-methyl-1-phenyl-1H-indole-3-carboxylate,0.3246715829188818,0.38237695078031214,7,0.6751355769244722,False
Lignoceric Acid,0.3468587434973989,0.3958223289315726,6,0.6749559492601622,False
D-(-)-Lyxose,0.32438346767278337,0.3529891956782713,7,0.6745364581129438,False
N-Acetylprocainamide,0.32430114903104096,0.3716206482593037,7,0.67436528130965,False
Emodin,0.3465226090436175,0.39255702280912363,6,0.6743018618151018,False
cis-Aconitic acid,0.3242599897101698,0.3879471788715486,7,0.6742796929080032,False
LPE 18:2,0.3464585834333733,0.36585834333733486,6,0.6741772737303282,False
Adenine,0.37623049219687876,0.41426170468187273,5,0.6741145470060894,False
YLH,0.3463465386154461,0.44288115246098436,6,0.6739592445819745,False
Obacunoic acid,0.32347796261361683,0.34809123649459783,7,0.6726535132767116,False
Hypoglycin A,0.32308008917852854,0.38516206482593035,7,0.6718261587274582,False
D-α-Tocopherol,0.3229428914422912,0.3682593037214886,7,0.6715408640553019,False
N-isopropyl-N'-(2-oxoazepan-3-yl)urea,0.3450660264105642,0.43097238895558226,6,0.6714674828865057,False
Fludrocortisone acetate,0.34505002000800317,0.46228091236494595,6,0.6714363358653123,False
(±)13-HpODE,0.3450020008003201,0.4280912364945978,6,0.6713428948017323,False
Desmethylmianserin,0.3228194134796776,0.34367346938775506,7,0.6712840988503611,False
NAD+,0.34488995598239297,0.36480192076830736,6,0.6711248656533787,False
Adenosine diphosphate ribose,0.32268221574344025,0.3742136854741897,7,0.6709988041782048,False
Carnosine,0.3742713085234094,0.46266506602641055,5,0.6706041611071937,False
N'-(4-chlorobenzoyl)-3-[4-(trifluoromethoxy)phenyl]acrylohydrazide,0.322435259818213,0.37277310924369744,7,0.6704852737683233,False
FAHFA (14:0/16:2),0.3444737895158063,0.39438175270108033,6,0.6703150431023512,False
AKK,0.32196878751500596,0.3433853541416566,7,0.6695152718829914,False
Tauro-alpha-Muricholic acid sodium salt,0.34402561024409756,0.42501800720288113,6,0.669442926508937,False
Saxitoxin,0.3439455782312925,0.4307803121248499,6,0.6692871914029703,False
Vatalanib dihydrochloride,0.32168067226890756,0.35596638655462187,7,0.6689161530714631,False
PPK,0.34341736694677866,0.3743097238895558,6,0.6682593397035893,False
Butyryl fentanyl-d5,0.3433373349339736,0.42511404561824734,6,0.6681036045976226,False
Curcumin,0.32113188132395815,0.3478991596638655,7,0.6677749743828376,False
Cer-NDS (d17:0/18:2),0.3210907220030869,0.3395438175270108,7,0.6676893859811907,False
Paliperidone,0.32084376607785975,0.3477070828331333,7,0.6671758555713093,False
Ecgonine methyl ester,0.34271308523409366,0.37354141656662665,6,0.6668888707710815,False
NQH,0.32058309037900873,0.3454021608643457,7,0.666633795694212,False
Benzathine,0.32044589264277146,0.3358943577430972,7,0.6663485010220558,False
Cytidine,0.37183193277310916,0.4346218487394958,5,0.6662333865075879,False
Methanandamide,0.34226490596238496,0.38602641056422565,6,0.6660167541776673,False
"2'-fluoro-N-[3-(trifluoromethyl)phenyl][1,1'-biphenyl]-4-carboxamide",0.3420888355342136,0.3728691476590636,6,0.6656741369445401,False
Ofloxacin impurity E,0.3715054021608644,0.44067226890756306,5,0.6656483221911055,False
ADP-ribose,0.34194477791116445,0.3831452581032413,6,0.6653938137538,False
N-P-Coumaroyl Spermidine,0.3415766306522609,0.40667466986794715,6,0.6646774322663527,False
HexCer-NS (d18:1/18:0),0.3414645858343337,0.37104441776710684,6,0.6644594031179991,False
XMP,0.3708139255702281,0.4228091236494598,5,0.6644093624620834,False
Cer-NDS (d18:0/18:0),0.31938947007374374,0.34655462184873953,7,0.6641517320464515,False
Prostaglandin J2,0.34106442577030815,0.4613205282112845,6,0.6636807275881652,False
Hydrocortisone,0.34101640656262505,0.4028331332533013,6,0.663587286524585,False
Isophorone,0.340984393757503,0.3911164465786314,6,0.6635249924821983,False
"5α-Pregnan-3,20-dione",0.3409363745498199,0.39831932773109247,6,0.6634315514186181,False
2-Arachidonyl Glycerol ether,0.3701416566626651,0.5557262905162065,5,0.6632048182810897,False
10-Hydroxydecanoic acid,0.3407282913165266,0.39486194477791114,6,0.6630266401431044,False
"pentane-1,2,3,4,5-pentol",0.3406162464985995,0.3773829531812725,6,0.6628086109947511,False
Sorbitan monopalmitate,0.3406002400960384,0.41262905162064817,6,0.6627774639735575,False
Skatole,0.34015206082432975,0.4027370948379352,6,0.6619053473801435,False
N1-[1-(3-isopropenylphenyl)-1-methylethyl]-3-oxobutanamide,0.3398799519807923,0.41493397358943573,6,0.6613758480198563,False
N-Stearoyl taurine,0.31800377293774645,0.3530852340936374,7,0.661270255857672,False
Temazepam-d8,0.31766077859715314,0.3333973589435774,7,0.660557019177281,False
Nitrosoheptamethyleneimine,0.33944777911164464,0.4181992797118847,6,0.6605348784476355,False
N-Methylglutamic acid,0.33930372148859544,0.364609843937575,6,0.6602545552568952,False
Cer-ADS (d20:0/17:0),0.3682593037214886,0.43049219687875145,5,0.6598320945743075,False
"4-(2,3-dihydro-1H-indol-1-yl)-1-phenyl-1H-pyrazolo[3,4-d]pyrimidine",0.338999599839936,0.3788235294117647,6,0.6596627618542213,False
Tanespimycin,0.338999599839936,0.3946698679471788,6,0.6596627618542213,False
RMK,0.36806722689075627,0.43097238895558226,5,0.6594879390940235,False
FMK,0.3387274909963986,0.4187755102040816,6,0.6591332624939342,False
Lysopc 14:0,0.33861544617847134,0.39428571428571424,6,0.6589152333455806,False
4-(4-methoxyphenyl)-2-(2-thienyl)pyrimidine,0.3385034013605442,0.40811524609843935,6,0.6586972041972271,False
Epinephrine,0.33842336934773903,0.41858343337334936,6,0.6585414690912602,False
4-methyl-5-phenoxy-6-piperidino-2-(trifluoromethyl)pyrimidine,0.3675294117647059,0.4998319327731093,5,0.6585243037492287,False
Glycochenodeoxycholic acid sodium salt,0.36704921968787513,0.44835534213685474,5,0.6576639150485188,False
W-18-d4,0.36699159663865544,0.4417286914765906,5,0.6575606684044337,False
NNK,0.36678031212484996,0.45891956782713084,5,0.6571820973761215,False
2-(1H-indol-3-yl)acetic acid,0.33767106842737094,0.3696998799519808,6,0.6570775590951723,False
Cholest-4-en-3-one,0.31541073572286055,0.34463385354141657,7,0.6558781865539164,False
FPK,0.36605042016806727,0.4036014405762305,5,0.6558743065510427,False
"1,3-Diphenylacetone",0.3369027611044418,0.39755102040816326,6,0.6555825020778909,False
2-(methylthio)nicotinamide,0.33656662665066023,0.38746698679471786,6,0.6549284146328302,False
JWH-018 N-(3-methylbutyl) isomer,0.3363425370148059,0.39418967587034814,6,0.6544923563361231,False
L(-)-Carnitine,0.33631052420968377,0.36672268907563016,6,0.6544300622937362,False
HKK,0.3359903961584634,0.38813925570228086,6,0.6538071218698692,False
Methyl 3-indolyacetate,0.3359103641456582,0.3858343337334934,6,0.6536513867639023,False
MAM2201 N-pentanoic acid metabolite,0.3358303321328531,0.3855462184873949,6,0.6534956516579356,False
Erucic acid,0.3355742296918767,0.3905402160864346,6,0.6529972993188418,False
Oxytetracycline,0.33488595438175267,0.35702280912364937,6,0.6516579774075272,False
DL-Lysine,0.33488595438175267,0.36528211284513806,6,0.6516579774075272,False
Spectinomycin,0.40458583433373346,0.4844657863145258,4,0.6511557806104927,False
Taurodeoxycholic Acid (sodium salt),0.3345978391356543,0.3468427370948379,6,0.6510973310260467,False
3-Iodo-L-tyrosine,0.40444177671068426,0.5027130852340936,4,0.6509239288103822,False
Fluprostenol serinol amide,0.334437775110044,0.37997599039615837,6,0.650785860814113,False
1-(2-pyridin-2-yldiazenyl)-2-naphthol,0.334421768707483,0.36941176470588233,6,0.6507547137929198,False
N-Acetylaspartylglutamic acid,0.33440576230492197,0.37642256902761095,6,0.6507235667717264,False
"N-(1,3-benzodioxol-5-ylmethyl)-2,3-dihydro-1-benzofuran-6-sulfonamide",0.33402160864345737,0.37997599039615837,6,0.6499760382630856,False
4-Fluoro-α-pyrrolidinopentiophenone,0.3337174869947979,0.3971668667466987,6,0.6493842448604118,False
Choline bitartrate,0.3621128451380552,0.43202881152460976,5,0.6488191192052226,False
Vitamin U,0.33328531412565027,0.35942376950780314,6,0.648543275288191,False
2'-Deoxyuridine-5-monophosphate,0.31141828159835366,0.3327250900360144,7,0.6475761115941657,False
"N2,N2-Dimethylguanosine",0.33270908363345336,0.38852340936374546,6,0.6474219825252299,False
Quinoline-4-carboxylic acid,0.3321008403361344,0.35375750300120046,6,0.6462383957198821,False
"p-Mentha-1,3,8-triene",0.36059543817527007,0.4060024009603841,5,0.6461002909109798,False
ACar 18:4,0.3318927571028411,0.37104441776710684,6,0.6458334844443684,False
Colchicoside,0.35996158463385347,0.44345738295318127,5,0.6449645778260429,False
2-(4-chlorophenoxy)-N-(2-oxo-3-azepanyl)nicotinamide,0.33141256502601035,0.35164465786314525,6,0.6448990738085675,False
6β-Hydroxy-21-desacetyl deflazacort,0.33139655862344936,0.3944777911164466,6,0.6448679267873741,False
1-[(1-benzylpiperidin-4-yl)amino]-3-[(4-fluorophenyl)thio]propan-2-ol,0.3313165266106442,0.38266506602641054,6,0.6447121916814074,False
Meclocycline,0.3597695078031212,0.43932773109243695,5,0.6446204223457591,False
Maltitol,0.3312204881952781,0.3854501800720288,6,0.6445253095542472,False
Guanidineacetic acid,0.3309323729491797,0.3612484993997599,6,0.6439646631727668,False
FAHFA (7:0/13:1),0.3308363345338135,0.4028331332533013,6,0.6437777810456065,False
Metanephrine,0.3308203281312525,0.38775510204081626,6,0.6437466340244132,False
7-Ketocholesterol,0.33074029611844735,0.36240096038415365,6,0.6435908989184463,False
YKK,0.3591740696278511,0.3918847539015606,5,0.643553540356879,False
FAHFA (2:0/18:0),0.33070828331332536,0.3745018007202881,6,0.6435286048760597,False
4-((5-(4-Nitrophenyl)oxazol-2-yl)amino)benzonitrile,0.3590972388955582,0.41042016806722686,5,0.6434158781647654,False
Vanillic acid,0.3306442577030812,0.39985594237695077,6,0.6434040167912861,False
N'-hydroxy-4-methoxy-7-methylindane-5-carboximidamide,0.30912707940318984,0.318703481392557,7,0.6428116905691541,False
Ritalinic acid,0.32992396958783515,0.3676830732292917,6,0.642002400837585,False
LPE 22:4,0.3294437775110044,0.3681632653061224,6,0.6410679902017841,False
PharmaGSID_48506,0.35757983193277304,0.4175270108043217,5,0.6406970498705226,False
N-butyl-2-methyl-5-(piperidinosulfonyl)-3-furamide,0.35742617046818725,0.40312124849939973,5,0.6404217254862955,False
Oxoadipic Acid,0.3573109243697479,0.44998799519807914,5,0.6402152321981252,False
L-(-)-Methionine,0.3288515406162465,0.3863145258103241,6,0.6399155504176296,False
"6-amino-3-benzyl-1-(4-chlorophenyl)-2,4(1H,3H)-pyrimidinedione",0.32883553421368544,0.35394957983193276,6,0.6398844033964362,False
ACar 18:1,0.3561584633853541,0.3987995198079231,5,0.6381502993164218,False
Harmine,0.3557935174069628,0.37546218487394956,5,0.6374964039038824,False
3-Hydroxydecanoic acid,0.3275070028011205,0.36873949579831933,6,0.6372992006373873,False
PG (18:1/18:2),0.3273469387755102,0.3464585834333733,6,0.6369877304254535,False
Methyl-beta-galactopyranoside,0.3554477791116447,0.5052100840336134,5,0.6368769240393715,False
"ethyl 2-(pyridin-4-ylamino)-1,3-thiazole-4-carboxylate",0.32726690676270503,0.3381992797118847,6,0.6368319953194866,False
Melanin,0.3271708683473389,0.3456902761104441,6,0.6366451131923264,False
Picolinic acid N-oxide,0.3552941176470588,0.42837935174069625,5,0.6366015996551442,False
Cer-NDS (d17:0/12:0),0.3550444177671068,0.4704441776710684,5,0.6361541975307752,False
Celestolide,0.32681872749099633,0.4120528211284513,6,0.6359598787260725,False
(+/-)12(13)-DiHOME,0.354890756302521,0.39697478991596635,5,0.635878873146548,False
L-Glutathione (reduced),0.3548523409363745,0.40821128451380545,5,0.6358100420504912,False
D-(-)-Glutamine,0.32672268907563023,0.33186074429771906,6,0.6357729965989124,False
